Peak,Route Name,State,Location,Summit Elevation,Climb Grade,Elevation Gain,Driving Distance (Miles),Driving Time (Hours),Typical Duration,Typical Season,Glaciated Peak,Rock Skills Required,Snow Angle,Rappelling Required,Crevasse Rescue Skills Required,Typical Gear,Notes,Guide Books,,,
Mt. Shasta,Cascade Gulch,California,California,14162,C,7400,375,6.50,two or more days,Summer-Autumn,Yes,none,between 35 and 50 degrees,No,No,Snow,"This route is a nice variation on the standard Avalanche Gulch route.  Ambitious climbers can also tag the summit of the subpeak Shastina on this route.  Weather and fitness are often the deciding factors of success on Shasta.  If you want to tune up for Rainier, this is a good choice and often has better and more predictable weather.", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613,
Mt. Shasta,Avalanche Gulch,California,California,14162,B,7400,375,6.50,two or more days,Summer-Autumn,Yes,none,up to 35 degrees,No,No,Snow,"This is the most climbed route on the peak, taking a gentle line and with no crevasses.  Weather and fitness are often the deciding factors of success on Shasta.  If you want to tune up for Rainier, this is a good choice and often has better and more predictable weather.", The Mt. Shasta Book by Selters and Zanger,,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613.,
Shastina,Cascade Gulch,California,California,12330,B,5600,375,6.50,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Snow,"This peak is a slightly smaller volcanic cone of it's big brother, Mt Shasta.",The Mt. Shasta Book by Selters and Zanger,http://goo.gl/maps/HMb0u,The Fifth Season (Shasta City mountain shop) weather and climb conditions info line: (916) 221-5613.,http://www.summitpost.org/shastina/151251
Split Mountain,North Ridge,California,California,14058,B,,750,13.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Follow the Red Lake Trail 5 miles to Red Lake-camp sites available. From the lake, hike NW to the Prater-Split saddle (last 100' is 3rd class rubble and talus. From the saddle, follow the north ridge to the summit. permit is required- reserve 6 months before or take your chances with a walk in on the day of your climb.",Climbing Californias Fourteeners by Porcella and Burns,,"Inyo Forest Headquarters, Bishop, CA 760-873-2400",
Telescope Peak,Mahogany Flat Trail,California,California,11049,A,2900,,,one day,Spring-Summer,No,3rd Class,,No,No,Scrambling,This is the highest Peak in Death Valley.  ,"Hiking Death Valley, Falcon Press guidebook",http://goo.gl/maps/5YL8U,unknown,http://www.summitpost.org/telescope-peak/150584
Mt. Thompson,Grizzly Meadows  ,California,California,9,A,,400,6.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Mt. Thompson is the highest peak in the Trinity Alps in Northern California.  The Alps are very similar to the Wallowas but with more trees, good granite, great lakes and views.  Easy climb, challenging hike in (like the Longs pass trail into Stuart).  "," Hiking Californias Trinity Alps Wilderness by Dennis Lewon
 The Trinity Alps by Luther Linkhart Wilderness Press",,USFS 530-623-1768 (backcountry ranger),http://www.parks.ca.gov/pages/454/files/castle_crags2.pdf
Trinity Alps,Trinity Alps Traverse,California,California,8994,B,6600,400,7.00,two or more days,Summer-Autumn,No,4th Class,up to 35 degrees,No,No,Snow and Rock,"The Trinity Alps Traverse begins on the north side of the Trinity Alps Wilderness, travels on a more or less north /south route through the entire wilderness, and exits on the south side of the wilderness. While not technically challenging, the traverse requires four long days, almost 7000 ft of elevation gain, and summits four of the highest peaks in the wilderness. Day 1: 7 miles on trail and 3600 ft from trailhead to Grizzly Lake. There is also a 1500 ft elevation loss on day 1. Day 2: 4 miles off trail, 3 summits, and another 3000 ft of elevation gain with only about 800 ft of elevation loss. Day 3: A 2.5 mile off trail traverse of a ridge with only about 700 ft of elevation to the summit of a fourth peak followed by an elevation loss of 3000 ft. in 1 mile. Day 4: 6 miles on trail and 2500 ft downhill to the end of the climb. ","Hiking Californias Trinity Alps Wilderness by Dennis Lewon
The Trinity Alps by Luther Linkhart",,unknown,
Mt. Tyndall,North Ridge,California,California,14015,B,7715,750,13.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,From Shepard's Pass trail head follow the trail ~7 miles to Shepard's Pass at 12000'. This can be broken up into 2 days by staying at Anvil Camp at 10800'. Follow the prominent ridge ~0.5 W of the pass to the summit. Tyndall is typically done with Mt Williamson in a 4-5 day trip. A permit is required- either reserved 6 months ahead or take your chances with a walk in day of your climb.,Climbing California Fourteeners - Porcella and Burns,,"Inyo National Forest, Bishop, CA 760-873-2400",
Wedding Cake,West Gully,California,California,8592,B,6000,445,9.00,two or more days,Summer-Autumn,No,4th Class,,Yes,No,Rock,"Typical gear will be personal rock gear: helmet, harness, prussiks, rappel/belay device.Wedding Cake is most easily approached out of the Canyon Creek trailhead.  Hike up the trail for roughly 8 miles to Upper Canyon Creek Lake, and continue cross country around the east side of the lake following the inlet up the drainage to the cirque below Wedding Cake, Thompson Peak and Caesar Peak. Gain the saddle between Wedding Cake and Thompson Peak (approximately 3,000 ft above the upper lake) and follow the ridge south to the summit, climbing it via a class 3-4 gully on the west side.","Trinity Alps Companion, Wayne F. Moss, 2nd edition, Ecopress, 2009 (ISBN: 1-893272-12-5
The Trinity Alps, Luther Linkhart and Mike White, Wilderness Press, 2004 (ISBN: 0-89997-306-X)",,Weaverville Ranger District: 530-623-2121,
White Mountain,Standard Route,California,California,14246,A,2246,,,one day,Summer-Autumn,,3rd Class,,No,No,Scrambling,,,,,
Mt. Whitney,East Buttress,California,California,14505,D,6000,600,14.00,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,No,No,Rock,"Hiking/scrambling from Whitney Portal past lower then upper Boyscout lakes to the base of the East Buttress. Rock climbing route is 8 to 11 pitches of up to 5.7 rock climbing, placing gear and building anchors. Descent is 3rd class down The Mountaineers route on the north side of the mountain and back down to the lakes.","Steve Roper TheClimbers Guide to the High Sierra, 1976 Sierra Club Books. ISBN 0-87156-147-6 (A brief route description and window into the mindset of early Sierra climbers) R.J. Secor The High Sierra: Peaks, Passes and Trails, 1999 The Mountaineers.",,,
Mt. Whitney,Mountaineer's Route,California,California,14494,B,8400,,,two or more days,Summer-Autumn,Yes,3rd Class,,No,No,Scrambling,Mt. Whitney is the highest mountain in the continental United States.,,,,
Mt. Williamson,West Face,California,California,14375,B,8075,750,13.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Rock,"From Shepard's Pass trail head follow the trail ~7 miles to Shepard's Pass at 12000'. This can be broken up into 2 days by staying at Anvil Camp at 10800'. Descent 300' into Williamson Basin- camping available near the lakes. Ascend the west face to black water stains and enter a 1000' chute. At the top of the chute, climb 1 pitch of 3rd class to gain the summit plateau. A permit is required- either reserved 6 months ahead or take your chances with a walk in day of your climb. Williamson is usually done with neighboring Mt Tyndall.",Climbing Californias Fourteeners Porcella and Burns,,"Inyo Forest, Bishop, CA 760-873-2400",
Athabasca,North Glacier,North America,Canada,11453,B,4700,900,15.00,one day,Spring-Summer,Yes,3rd Class,up to 35 degrees,No,Yes,Snow,"Moderate glacier climb of one of the Canadian Rockies major peaks, in Jasper National Park. Standard North Glacier route, is a classic, if non-technical line consisting mainly of steep glacier travel in various conditions, depending on how late in the season it is being used. It is not unusual to see other parties on the route, or even at the summit, at the same time.",,"https://www.google.com/maps/@52.1866173,-117.208873,13z/data=!5m1!1e4?hl=en","Jasper National Park. Park Warden Office (780) 852-6155 / 56 Maligne Rd. Jasper, AB.",http://mazamas.org/?URL=http%3A%2F%2Fclimbwild.net%2FRP_Mt_Athabasca_North_Glacier.html
Golden Hinde,NW Ridge,North America,Canada,7208,B,,,,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Snow and Rock,This is the highest peak on Vancouver Island. It's in Strathcona Provincial Park.,"Island Alpine, Phillip Stone, Wild Isle Publications 2003,",http://goo.gl/maps/9MxWK,none,http://www.summitpost.org/the-golden-hinde/335359
Mt. Colonel Foster,Summit Traverse,North America,Canada,7005,D,,,,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,Yes,No,Snow and Rock,"This peak is located in Strathcona Provincial Park on Vancouver Island, BC Canada.","Island Alpine, Phillip Stone, Wild Isle Publications 2003, pages 230, 271.",http://goo.gl/maps/okHdw,unknown,http://www.summitpost.org/mt-colonel-foster/392030
Mt. Garibaldi,NE Route,North America,Canada,8776,C,5400,450,8.00,two or more days,Summer-Autumn,Yes,none,between 35 and 50 degrees,No,Yes,Snow,"A large volcano about 1.5 hours north of Vancouver BC, this peak has moderate crevasse travel and a L O N G drive", Alpine  Climbs in Southwest British Columbia & Northern Washington by Kevin McLane,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Mt.+Garibaldi+canada&sll=35.82112,14.524369&sspn=0.010248,0.022724&g=Mt.+Garibaldi&ie=UTF8&hq=Mount+Garibaldi&hnear=Mt+Garibaldi&ll=49.701391,-123.008423&spn=1.046292,2.90863&z=9",none,http://www.summitpost.org/mountain/rock/185702/mount-garibaldi.html
Mt. Temple,SW Ridge,North America,Canada,11624,B,5000,900,15.00,one day,Summer-Autumn,Yes,3rd Class,,No,No,Scrambling,"Start from Moraine Lake. Get on the Larch Valley/Sentinel Pass Trail that starts just past the canoe docks on the north side of the lake. Follow the great trail all the way up to Sentinel Pass (2-3 hours) From the pass hike right up the ridge, maybe slightly on the right side of it. Follow a faint, crumbly trail up the 1st gully to the right of the ridge. Follow it to the top, when the gully hits a steep wall. Hike below the wall to the right into short gully. Go up this onto a scree slope. Keep going up, going past another wall to the right. Either climb right up onto the ridge or stay slightly below it on the right and continue going up and finally onto a sloping ridge crest. Follow this up and onto the summit.",,http://goo.gl/waBLiF,Banff National Park. Banff Warden Office 403 762 1470 for route info.,http://www.summitpost.org/sw-ridge/155566
Aiguille de I'Index,Southeast Arete,Europe,France,8514,D,640,,,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,"The Aiguille de l'Index is a fine rock summit in the Aiguilles Rouges. While there are many routes on this peak by far the most popular, and also one of the best, is the Southeast Ar̻te. What makes this route so good is its position and views. Facing south, the whole of the Mont Blanc chain rests just over your shoulder, and on belays, it is all too easy to get ""lost"" in the maze of spires and glaciers. But the route on the Index is also on a sharp ridge, and the exposure and ""airyness"" of the climb also draw our attention. Finally the summit is a very well-defined point and the very steep rappel descent only emphasizes this. This route is of moderate difficulty, with rock climbing to about 5.7 (French 5a) at its hardest. The crux comes early, on the first pitch, but there are a few moves sprinkled here and there for fun. The climb is about 6 or 7 pitches in length, which makes it a good choice for a relatively relaxed day on the hill. Because the descent is via rappel on the north side of the peak, we need to carry our hiking shoes and extra clothing over the top in small day packs.","Mont Blanc Massif; 100 Finest Routes by Gaston Rebuffat Mont Blanc Massif: Climbs, Volume II",,tel:+33(0)4 50 53 22 75,
Aiguille du Midi,Arete des Cosmiques,Europe,France,12604,D,984,,,one day,Spring-Summer,Yes,5th Class,between 35 and 50 degrees,Yes,Yes,Snow and Rock,"Cosmiques Ridge commences from the Abri Simond hut from where it climbs 150m to 3770m. Despite the short distance, the route usually takes about half a day. Initially the climbing is up an easy snow slope and then mixed ground. As you approach the first gendarme of the subsidiary summit (3731m), climb the inclined slabs (4b). Follow the crest of the ridge to the second subsidiary summit. Make a descending traverse (exposed, possible abseil) across two steps. Follow the steps to the end where it passes between two rock walls. Abseil 30m in two pitches via the bolted belays. Continue traversing along terraces to go round the first big tower. Climb an awkward chimney (4a) to reach a good ledge on the right. Climb back onto the ridge via a snow slope that overlooks the Cosmiques Couloir. Go right round a second tower. Alternatively skirt the second tower to the left, going through a small notch and descending a small ice couloir. Follow the ridge to the foot of the crux slab. The crux slab is only 5m and has an in-situ sling and pegs in the diagonal crack running up it but is rated 4c. Above the slab, traverse right along the narrow ledge. Climb a few metres to a terrace on the left and move onto the NW face. Gain a couloir-chimney, then climb clacks (2 pitches 3c/4a). Go up onto the final snowy shoulder and climb the metal ladder to the terrace on the South pinnacle",,,+33(0)4 50 53 22 75,
Mont Blanc du Tacul,NW Face,Europe,France,13937,C,2300,,,one day,Spring-Summer,Yes,4th Class,between 35 and 50 degrees,Yes,Yes,Snow and Rock,"From the Midi station descend to the Col du Midi. Ascend the NW slope, overcoming a steep section(40 degrees) then continue right past numerous crevasses(potential ladder crossings). Gain the shoulder of the Tacul, formed by the upper section of the west ridge(snow). Continue left along the west ridge, gently angled, until the rocks below the summit(4th class) moving slightly onto the NE side.","Mont Blanc Classic & Plaisir - Marco Romelli Mountaineering in the Mont Blanc Range: Classic Snow, Ice & MixClimbs - Jean-Louis Laroche & Florence LeLong",http://mazamas.org/?URL=https%3A%2F%2Fwww.google.com%2Fmaps%2Fd%2Fviewer%3Ft%3Dp%26oe%3DUTF8%26vpsrc%3D0%26msa%3D0%26ie%3DUTF8%26mid%3Dzohe3ZuAXFpQ.kKRzX-NlI_Qc,Chamonix Centre- tel:33(0)4 50 53 00 55,
